what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1475634497816
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1475634497819
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1475634497819
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1475634497821
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1475634497823
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1475634497826
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1475634497828
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1475634497830
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1475634497832
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1475634497835
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1475634497984
started,bundle,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse",1475634498032
os,sysinfo,,,"win32",1475634498041
arch,sysinfo,,,"x86_64",1475634498041
ws,sysinfo,,,"win32",1475634498041
locale,sysinfo,,,"en_US",1475634498041
processors,sysinfo,,,"4",1475634498041
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1475634498041
java.runtime.version,sysinfo,,,"1.7.0_79-b15",1475634498041
java.specification.name,sysinfo,,,"Java Platform API Specification",1475634498041
java.specification.vendor,sysinfo,,,"Oracle Corporation",1475634498041
java.specification.version,sysinfo,,,"1.7",1475634498041
java.vendor,sysinfo,,,"Oracle Corporation",1475634498041
java.version,sysinfo,,,"1.7.0_79",1475634498041
java.vm.info,sysinfo,,,"mixed mode",1475634498041
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1475634498041
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1475634498041
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1475634498042
java.vm.specification.version,sysinfo,,,"1.7",1475634498042
java.vm.vendor,sysinfo,,,"Oracle Corporation",1475634498042
java.vm.version,sysinfo,,,"24.79-b02",1475634498042
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1475634498583
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1475634502419
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1475634505252
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1475634505389
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1475634507140
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1475634508803
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1475634509321
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1475634510036
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1475634510297
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1475634510450
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1475634511531
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1475634511875
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1475634744282
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1475634976257
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1475634978511
