what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1475118723283
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1475118723392
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1475118723533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118731520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118732810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118736726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118736742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118737413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118738014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118741114
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1475118759317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118779233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118781421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118790625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118798638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118802224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118802910
opened,view,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.ResultView",1475118804934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118813531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118814155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475118817726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475119066577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1475119075781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1475119076140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1475119076436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1475119080102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475119081491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475119114314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475119115250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475119467408
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1475119469015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475119471994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1475119480153
