what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472700361377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472700379957
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472700755730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700767196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700856283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700858571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700865006
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472700865224
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472700865401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1472700869947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1472700874070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700886766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700903288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472700908584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700913494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700922941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472700933790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700942564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472700959511
