what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474340899220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474340899797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474340902898
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1474340911936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474340961985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474340963172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474340966181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474340970921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474341445445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474341445678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474341453048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474341457556
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1474341469588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474341470674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474341473253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1474341495183
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1474341495477
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1474341495487
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1474341495612
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1474341495627
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1474341495663
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1474341495682
